_id,TimeStamp,PART_FACT_PLAN_DATE,PART_FACT_SERIAL,PART_NAME,EQUIP_CD,EQUIP_NAME,PassOrFail,Reason,Injection_Time,Filling_Time,Plasticizing_Time,Cycle_Time,Clamp_Close_Time,Cushion_Position,Switch_Over_Position,Plasticizing_Position,Clamp_Open_Position,Max_Injection_Speed,Max_Screw_RPM,Average_Screw_RPM,Max_Injection_Pressure,Max_Switch_Over_Pressure,Max_Back_Pressure,Average_Back_Pressure,Barrel_Temperature_1,Barrel_Temperature_2,Barrel_Temperature_3,Barrel_Temperature_4,Barrel_Temperature_5,Barrel_Temperature_6,Barrel_Temperature_7,Hopper_Temperature,Mold_Temperature_3,Mold_Temperature_4
5f8928bb9c0189cc666ef19b,2020-10-16 04:57:47,2020-10-16 00:00:00,24,CN7 W/S SIDE MLD'G RH,S14,650톤-우진2호기,0,None,9.59000015258789,4.46999979019165,16.920000076293945,59.52000045776367,7.130000114440918,653.4099731445312,0.0,68.8499984741211,647.989990234375,55.400001525878906,30.700000762939453,292.5,141.8000030517578,136.8000030517578,37.400001525878906,59.29999923706055,276.5,274.70001220703125,274.79998779296875,269.20001220703125,255.0,229.6999969482422,0.0,66.30000305175781,24.799999237060547,27.5
5f8928de9c0189cc666ef20b,2020-10-16 04:58:48,2020-10-16 00:00:00,24,CN7 W/S SIDE MLD'G RH,S14,650톤-우진2호기,0,None,9.600000381469728,4.480000019073486,16.90999984741211,59.58000183105469,7.130000114440918,653.4099731445312,0.0,68.83999633789062,647.989990234375,55.29999923706055,30.799999237060547,292.5,141.8000030517578,136.89999389648438,37.5,59.29999923706055,276.20001220703125,275.5,275.29998779296875,270.79998779296875,254.6999969482422,229.5,0.0,67.19999694824219,24.799999237060547,27.600000381469727
5f8928df9c0189cc666ef213,2020-10-16 04:58:48,2020-10-16 00:00:00,23,CN7 W/S SIDE MLD'G LH,S14,650톤-우진2호기,0,None,9.600000381469728,4.480000019073486,16.90999984741211,59.58000183105469,7.130000114440918,653.4099731445312,0.0,68.83999633789062,647.989990234375,55.29999923706055,30.799999237060547,292.5,141.8000030517578,136.89999389648438,37.5,59.29999923706055,276.20001220703125,275.5,275.29998779296875,270.79998779296875,254.6999969482422,229.5,0.0,67.19999694824219,24.799999237060547,27.600000381469727
5f8928f39c0189cc666ef25e,2020-10-16 04:59:48,2020-10-16 00:00:00,23,CN7 W/S SIDE MLD'G LH,S14,650톤-우진2호기,0,None,9.59000015258789,4.480000019073486,16.90999984741211,59.560001373291016,7.130000114440918,653.4199829101562,0.0,68.83999633789062,647.989990234375,55.29999923706055,31.0,292.5,141.8000030517578,136.8000030517578,37.5,59.29999923706055,276.5,275.0,275.3999938964844,271.1000061035156,254.8999938964844,230.0,0.0,66.9000015258789,25.0,27.600000381469727
5f8928f59c0189cc666ef265,2020-10-16 04:59:48,2020-10-16 00:00:00,24,CN7 W/S SIDE MLD'G RH,S14,650톤-우진2호기,0,None,9.59000015258789,4.480000019073486,16.90999984741211,59.560001373291016,7.130000114440918,653.4199829101562,0.0,68.83999633789062,647.989990234375,55.29999923706055,31.0,292.5,141.8000030517578,136.8000030517578,37.5,59.29999923706055,276.5,275.0,275.3999938964844,271.1000061035156,254.8999938964844,230.0,0.0,66.9000015258789,25.0,27.600000381469727
5f89294b9c0189cc666ef5b9,2020-10-16 05:00:46,2020-10-16 00:00:00,24,CN7 W/S SIDE MLD'G RH,S14,650톤-우진2호기,0,None,9.579999923706056,4.460000038146973,16.899999618530273,59.58000183105469,7.130000114440918,653.4099731445312,0.0,68.83999633789062,647.989990234375,55.59999847412109,30.899999618530277,292.5,141.6999969482422,136.39999389648438,37.70000076293945,59.400001525878906,276.29998779296875,275.29998779296875,275.20001220703125,271.3999938964844,255.0,230.0,0.0,67.5,25.0,27.600000381469727
5f89294c9c0189cc666ef5d6,2020-10-16 05:00:46,2020-10-16 00:00:00,23,CN7 W/S SIDE MLD'G LH,S14,650톤-우진2호기,0,None,9.579999923706056,4.460000038146973,16.899999618530273,59.58000183105469,7.130000114440918,653.4099731445312,0.0,68.83999633789062,647.989990234375,55.59999847412109,30.899999618530277,292.5,141.6999969482422,136.39999389648438,37.70000076293945,59.400001525878906,276.29998779296875,275.29998779296875,275.20001220703125,271.3999938964844,255.0,230.0,0.0,67.5,25.0,27.600000381469727
5f8929989c0189cc666ef872,2020-10-16 05:01:46,2020-10-16 00:00:00,24,CN7 W/S SIDE MLD'G RH,S14,650톤-우진2호기,0,None,9.579999923706056,4.460000038146973,16.920000076293945,59.560001373291016,7.130000114440918,653.4099731445312,0.0,68.8499984741211,647.989990234375,55.5,30.600000381469727,292.3999938964844,141.8000030517578,136.6999969482422,37.400001525878906,59.29999923706055,275.79998779296875,275.3999938964844,275.0,271.29998779296875,255.0,230.0,0.0,67.0,25.0,27.600000381469727
5f8929999c0189cc666ef87d,2020-10-16 05:01:46,2020-10-16 00:00:00,23,CN7 W/S SIDE MLD'G LH,S14,650톤-우진2호기,0,None,9.579999923706056,4.460000038146973,16.920000076293945,59.560001373291016,7.130000114440918,653.4099731445312,0.0,68.8499984741211,647.989990234375,55.5,30.600000381469727,292.3999938964844,141.8000030517578,136.6999969482422,37.400001525878906,59.29999923706055,275.79998779296875,275.3999938964844,275.0,271.29998779296875,255.0,230.0,0.0,67.0,25.0,27.600000381469727
5f8929a89c0189cc666ef8fe,2020-10-16 05:02:46,2020-10-16 00:00:00,24,CN7 W/S SIDE MLD'G RH,S14,650톤-우진2호기,0,None,9.56999969482422,4.449999809265137,16.90999984741211,59.52000045776367,7.139999866485596,653.4099731445312,0.0,68.83000183105469,647.989990234375,55.70000076293945,30.799999237060547,292.5,141.60000610351562,136.39999389648438,37.09999847412109,59.09999847412109,275.70001220703125,274.8999938964844,274.79998779296875,270.79998779296875,255.3999938964844,230.1000061035156,0.0,66.69999694824219,24.799999237060547,27.5
